date,daily_return,volatility_7,volatility_30,cum_return,ticker,pca1,pca2,cluster,dbscan_cluster
2025-07-10,0.0011366865586814,0.0120522706888365,0.0109370716788591,2122.1890131690734,AAPL,-0.4778156954588373,-0.2293514584435814,2,0
2025-07-10,-0.0112339354722746,0.0126136243649991,0.0135510273285321,2543.815028901741,AMZN,-0.8806273047601005,-0.3652299395687156,2,0
2025-07-10,-0.0083801381496998,0.0125078282068348,0.0156495446833039,70.07165605095598,GOOGL,-0.3357873783075041,-1.1591037375172841,2,0
2025-07-10,-0.0070604357410974,0.0101410377794682,0.0073503918765968,7242.785536304054,MSFT,-1.7578981166016587,1.3194516130676903,0,-1
2025-07-10,0.025232492902528,0.0419173271554334,0.0422727542655017,267.65883723187613,TSLA,3.4521284951281,0.4342335224618915,1,-1
