date,open,high,low,close,volume,daily_return,volatility_7,volatility_30,cum_return,ticker
1997-06-30,0.0755,0.08,0.074,0.077,54936000,0.033557046979865834,0.0175363092888607,0.04280026654270461,0.8901734104046245,AMZN
1997-07-01,0.077,0.077,0.0755,0.076,25848000,-0.012987012987012991,0.017769706661918475,0.04281092486012517,0.878612716763006,AMZN
1997-07-02,0.076,0.0795,0.0755,0.0795,77640000,0.046052631578947345,0.022805016707079084,0.04309933310372651,0.9190751445086708,AMZN
1997-07-03,0.08,0.096,0.0795,0.0955,251544000,0.20125786163522008,0.07619382380888036,0.0506654755843858,1.1040462427745668,AMZN
1997-07-07,0.0915,0.101,0.0915,0.1,161064000,0.04712041884816753,0.07450725276327227,0.05071553610636552,1.15606936416185,AMZN
1997-07-08,0.102,0.1165,0.102,0.115,310344000,0.1499999999999999,0.08130324132809462,0.05562174275912943,1.3294797687861275,AMZN
1997-07-09,0.115,0.1195,0.1135,0.116,165240000,0.008695652173912993,0.07816730196856803,0.055176795242439694,1.3410404624277459,AMZN
1997-07-10,0.1165,0.1285,0.1165,0.128,181032000,0.10344827586206895,0.07754482146350931,0.05679053955611841,1.4797687861271678,AMZN
1997-07-11,0.126,0.126,0.1105,0.1145,210624000,-0.10546875,0.10014636388870067,0.06093088495314936,1.323699421965318,AMZN
1997-07-14,0.116,0.1165,0.1055,0.107,92088000,-0.06550218340611358,0.11176291132267917,0.0625994726267809,1.2369942196531791,AMZN
1997-07-15,0.107,0.124,0.107,0.122,185496000,0.14018691588785037,0.09957016152633162,0.06669355177459119,1.4104046242774564,AMZN
1997-07-16,0.1225,0.1245,0.115,0.1165,60480000,-0.04508196721311464,0.10441826237569893,0.06734509693730349,1.3468208092485547,AMZN
1997-07-17,0.117,0.117,0.108,0.111,63384000,-0.047210300429184615,0.09136725092323623,0.06755340871512226,1.2832369942196529,AMZN
1997-07-18,0.1095,0.111,0.108,0.108,15600000,-0.027027027027027084,0.09169588393854897,0.06678072319951073,1.2485549132947973,AMZN
1997-07-21,0.109,0.11,0.1075,0.109,11496000,0.0092592592592593,0.07885650581685621,0.06565987874273359,1.2601156069364159,AMZN
1997-07-22,0.1085,0.1095,0.103,0.107,31272000,-0.01834862385321101,0.06945579747763898,0.06586287283709266,1.236994219653179,AMZN
1997-07-23,0.1095,0.1165,0.109,0.1145,65184000,0.07009345794392541,0.06954849423383272,0.06517740654579904,1.3236994219653178,AMZN
1997-07-24,0.115,0.1155,0.111,0.113,24336000,-0.013100436681222738,0.04035297911617589,0.06495857559389925,1.30635838150289,AMZN
1997-07-25,0.111,0.1125,0.111,0.1115,12408000,-0.013274336283185861,0.03745772587601933,0.06498860921517646,1.2890173410404624,AMZN
1997-07-28,0.1115,0.12,0.111,0.116,51480000,0.04035874439461895,0.035856212560908846,0.06498839209822868,1.3410404624277459,AMZN
1997-07-29,0.118,0.125,0.1165,0.124,96288000,0.06896551724137923,0.03896156810353521,0.06559462901980716,1.4335260115606938,AMZN
1997-07-30,0.125,0.1255,0.1215,0.1225,50352000,-0.012096774193548376,0.04078772587620906,0.06500262263658022,1.4161849710982661,AMZN
1997-07-31,0.122,0.122,0.1165,0.12,29088000,-0.020408163265306145,0.04109579854203935,0.06530572569959539,1.3872832369942198,AMZN
1997-08-01,0.117,0.121,0.1125,0.121,71760000,0.008333333333333304,0.033841841090657965,0.06524633809559914,1.3988439306358382,AMZN
1997-08-04,0.119,0.1205,0.115,0.1155,53424000,-0.045454545454545414,0.039072409083688815,0.06625981493376708,1.3352601156069366,AMZN
1997-08-05,0.1165,0.1165,0.1075,0.1105,60648000,-0.04329004329004338,0.042731020636148594,0.06683526313375855,1.277456647398844,AMZN
1997-08-06,0.1105,0.1155,0.1095,0.1125,24864000,0.018099547511312153,0.03991820922824212,0.06681840587272261,1.300578034682081,AMZN
1997-08-07,0.1125,0.113,0.106,0.109,40680000,-0.03111111111111109,0.024503428144195188,0.0673058069167131,1.2601156069364163,AMZN
1997-08-08,0.1085,0.115,0.105,0.1145,44232000,0.050458715596330306,0.03580953634489147,0.06756368052399417,1.3236994219653182,AMZN
1997-08-11,0.1145,0.1165,0.1125,0.1165,24792000,0.017467248908296984,0.03665924092759929,0.06733637787565806,1.3468208092485552,AMZN
1997-08-12,0.114,0.115,0.11,0.11,11424000,-0.05579399141630903,0.040931437744434945,0.06854849416010586,1.271676300578035,AMZN
1997-08-13,0.1115,0.1115,0.1085,0.11,11808000,0.0,0.03841651308651976,0.06841226725678048,1.271676300578035,AMZN
1997-08-14,0.109,0.1125,0.106,0.108,20832000,-0.018181818181818188,0.03544555515277422,0.06839764199413795,1.248554913294798,AMZN
1997-08-15,0.107,0.108,0.097,0.1055,31944000,-0.02314814814814814,0.03483024178418213,0.058602274294794296,1.2196531791907517,AMZN
1997-08-18,0.1025,0.1025,0.0985,0.102,35688000,-0.033175355450236976,0.03506042249047208,0.05844246173975708,1.179190751445087,AMZN
1997-08-19,0.1045,0.1105,0.1025,0.1085,20064000,0.06372549019607843,0.038947696097429284,0.05276894756418527,1.2543352601156073,AMZN
1997-08-20,0.1095,0.1095,0.1035,0.1085,19992000,0.0,0.03765583984738697,0.05273989077908416,1.2543352601156073,AMZN
1997-08-21,0.107,0.1085,0.1035,0.1055,12480000,-0.027649769585253448,0.03311970969659517,0.049100552118929976,1.2196531791907517,AMZN
1997-08-22,0.105,0.106,0.1045,0.106,14256000,0.004739336492890933,0.03329860094338968,0.04532359522092168,1.2254335260115607,AMZN
1997-08-25,0.105,0.113,0.105,0.111,22536000,0.04716981132075482,0.03778477479527726,0.04450715338137996,1.2832369942196533,AMZN
1997-08-26,0.112,0.1175,0.1115,0.117,51480000,0.05405405405405417,0.03958599452948406,0.03752621515705651,1.3526011560693645,AMZN
1997-08-27,0.1155,0.116,0.1125,0.116,27840000,-0.008547008547008517,0.03540730877042768,0.036618791260333294,1.341040462427746,AMZN
1997-08-28,0.115,0.12,0.114,0.119,22944000,0.025862068965517127,0.02991459973438455,0.03575615169515384,1.3757225433526015,AMZN
1997-08-29,0.118,0.119,0.116,0.117,14448000,-0.01680672268907557,0.031808315896258016,0.03550869148051617,1.3526011560693645,AMZN
1997-09-02,0.117,0.119,0.1165,0.1175,14640000,0.004273504273504258,0.027263692312330723,0.03549137258092412,1.3583815028901738,AMZN
1997-09-03,0.117,0.121,0.1155,0.1165,39288000,-0.008510638297872242,0.02858901653940307,0.035331379633300845,1.3468208092485554,AMZN
1997-09-04,0.118,0.1275,0.117,0.1275,66960000,0.09442060085836901,0.04074124933035001,0.037146580377195745,1.4739884393063587,AMZN
1997-09-05,0.129,0.1335,0.123,0.125,38160000,-0.019607843137254943,0.0401931337296786,0.03727015983712136,1.4450867052023124,AMZN
1997-09-08,0.1265,0.151,0.125,0.15,112968000,0.19999999999999996,0.08079936743574158,0.051485479940195825,1.7341040462427748,AMZN
1997-09-09,0.157,0.1695,0.1515,0.162,179424000,0.08000000000000007,0.0818111152779185,0.05275434641409613,1.872832369942197,AMZN
1997-09-10,0.1655,0.1665,0.156,0.165,77328000,0.0185185185185186,0.07817911990650933,0.05168424369889055,1.9075144508670525,AMZN
1997-09-11,0.1665,0.1665,0.152,0.158,85248000,-0.042424242424242475,0.08472151377888,0.05243818553032187,1.826589595375723,AMZN
1997-09-12,0.1595,0.185,0.158,0.1845,66672000,0.16772151898734178,0.09170091221130601,0.05948121425077063,2.1329479768786133,AMZN
1997-09-15,0.1835,0.184,0.1525,0.1545,111672000,-0.16260162601626016,0.12593512086015538,0.06784395245291484,1.7861271676300583,AMZN
